title,category,nltk_len,spacy_len,spacy_embed_len
10 Innovative Solutions to Food Waste,Food Waste management solutions,92,100,102
FOOD WASTE SOLUTIONS,Food Waste management solutions,93,93,95
Turn food waste into valuable resources,Food Waste management solutions,10,10,11
9 Food Waste Solutions That Are Basically Habits To Save The Earth,Food Waste management solutions,85,86,91
Sustainable Management of Food Basics,Food Waste management solutions,51,52,52
There’s a Reason We Use Plastics to Package Food,Food Waste management solutions,47,48,52
Using Technology to Combat Food Waste,Food Waste management solutions,15,15,15
16 Tips for Restaurant Food Waste Reduction,Food Waste management solutions,103,106,113
4 technologies tackling food waste in the supply chain,Food Waste management solutions,65,65,65
Food Waste to Energy: An Overview of Sustainable Approaches for Food Waste Management and Nutrient Recycling,Food Waste management solutions,974,955,929
Food Waste Companies,Food Waste management solutions,2,2,2
8 Apps for Tackling Food Waste,Food Waste management solutions,2,2,2
3 Innovative Organic Waste Solutions,Food Waste management solutions,26,26,29
Why cities need to identify smarter ways to manage food waste,Food Waste management solutions,27,28,32
27 Organizations in New York City Combating Food Waste,Food Waste management solutions,86,91,95
Reducing and Managing Food Waste in Hotels,Food Waste management solutions,19,19,20
Welcome to a new era of Waste Solutions,Food Waste management solutions,9,9,10
Commercial food waste collection,Food Waste management solutions,1,1,1
Here's How We Solve Our Food Waste Problem,Food Waste management solutions,60,61,67
"We are on a mission to connect the commercial kitchen, create a movement of chefs and inspire others to see that food is too valuable to waste.",Food Waste management solutions,22,22,23
Food Waste,Food Waste management solutions,36,38,39
Food Waste Composting,Food Waste management solutions,14,14,14
Food waste management innovations in the foodservice industry,Food Waste management solutions,630,629,580
An appetite for change: Local solutions to cut food waste,Food Waste management solutions,63,62,67
WasteExpo 2019: Food waste reduction experts discuss solutions,Food Waste management solutions,32,34,35
5 Ways to Reduce Large-Scale Food Waste,Food Waste management solutions,27,27,28
The mobility of the future is digital and sustainable,Hologram,62,61,61
A foresight study on urban mobility: Singapore in 2040,Hologram,423,410,390
Is this the end of the road for business travel?,Hologram,46,46,46
Telepresence,Hologram,211,187,199
WOW! Using Holograms to Create Memorable Meetings,Hologram,27,27,27
Why holograms could replace conference calls,Hologram,9,9,9
Microsoft is getting serious about this holographic meetings thing,Hologram,22,22,24
Holographic Meetings… Being There Virtually,Hologram,56,58,58
Life-sized 3D holograms could be coming to your next videoconference,Hologram,24,24,26
A new system could bring life-sized holograms to a meeting near you,Hologram,23,26,26
3 Ways VR Technology Will Transform Your Business Meetings,Hologram,25,26,27
Challenges in bringing Holographic Telepresence Technology to the masses,Hologram,62,62,65
The future of 3D holograms comes into focus,Hologram,80,79,87
How holograms will change the way we work,Hologram,31,31,33
Holographic TelePresence,Hologram,33,33,37
Futuristic 'hologram' tech promises ultra-realistic human telepresence,Hologram,32,34,39
Are Holographic Meetings the Future? Microsoft thinks so.,Hologram,14,14,14
Virtual Meetings,Hologram,11,11,13
Virtual In Person Meetings Using Holograms,Hologram,12,14,15
HoloLens 2,Hologram,19,18,19
"Immersive Vr, Ar, Mr, and Holography Surgical Navigation Using Vr-Hmd, Vive, Oculus, Google Tango, Zspace, and Hololens",Hologram,11,11,12
MagicLeap and Mimesys Revolutionize Meetings,Hologram,16,17,18
Holographic Stages & Events,Hologram,12,11,12
Holographic Meetings Coming to an Office Near You?,Hologram,9,9,9
High Impact Events: 3d Holographic Telepresence,Hologram,3,3,3
The future of remote working,Hologram,36,36,37
BNP Paribas rolls out world premiere teleportation meetings with Magic Leap & Mimesys,Hologram,28,30,30
"Special Issue ""Hydropower Production""",Hydropower,66,56,57
Sustainable hydropower in the 21st century,Hydropower,2,2,3
Sustainability in hydropower development—A case study,Hydropower,16,14,14
"ME2083 Hydropower- Technology, Economy, Sustainability 7.5 credits",Hydropower,26,26,28
Hydropower - flexible clean energy,Hydropower,21,21,22
"Internationalizing the political economy of hydroelectricity: security, development and sustainability in hydropower states",Hydropower,4,4,5
The Status and Future Prospects of Hydropower for Sustainable Water and Energy Development in Tanzania,Hydropower,565,551,533
,Hydropower,509,514,549
Hydropower,Hydropower,4,4,5
Green Hydropower in Switzerland,Hydropower,10,9,10
The Role of Hydropower for Sustainable Energy Development,Hydropower,4,4,5
Small-scale hydropower in the Netherlands: Problems and strategies of system builders,Hydropower,2,2,3
Hydro power,Hydropower,45,45,47
Sustainability of hydropower as source of renewable and clean energy,Hydropower,9,9,10
The hydropower paradox: is this energy as clean as it seems?,Hydropower,55,59,62
A New Vision for United States Hydropower,Hydropower,12,12,12
Wind Power,Hydropower,3,3,4
Governing the Water-Energy-Food Nexus Related to Hydropower on Shared Rivers—The Role of Regional Organizations,Hydropower,846,857,811
Hydropower,Hydropower,25,25,24
The uniqueness of hydropower,Hydropower,1,1,1
Clean & Sustainable,Hydropower,19,18,18
Hydropower in the Alps,Hydropower,5,5,5
Sustainable hydropower in the 21st century,Hydropower,30,30,35
Snoddas,Hydropower,12,12,13
How green is hydropower?,Hydropower,100,101,108
"Insulate your buildings, alleviate our CO2 emissions",Insulation,11,11,11
"Better home insulation is key to lowering UK carbon emissions, report finds",Insulation,18,20,22
How buildings can cut 80 percent of their carbon emissions by 2050,Insulation,21,21,22
8 Tips to Reduce Your Building Carbon Footprint,Insulation,84,84,88
Avoiding the Global Warming Impact of Insulation,Insulation,6,5,6
Carbon footprint of thermal insulation materials in building envelopes,Insulation,15,14,16
Optimum external wall insulation thickness considering the annual CO2 emissions,Insulation,5,5,6
Insulation,Insulation,28,28,29
Low / Zero Carbon Buildings,Insulation,1,1,1
The Environmental Impact of Home Insulation,Insulation,27,27,29
Climate Change - UKGBC’s vision for a sustainable built environment is one that mitigates and adapts to climate change,Insulation,20,20,20
How Kingspan Insulated Panels slashed carbon emissions by half,Insulation,32,32,34
"Force energy companies to insulate UK homes, climate advisers say",Insulation,27,27,28
Life Cycle Greenhouse Gas Emissions Reduction from Rigid Thermal Insulation Use in Buildings,Insulation,16,16,16
"What if building insulation materials were heavily carbon negative, economically viable, in abundant supply and recyclable?",Insulation,71,70,79
Embodied Carbon of Insulation,Insulation,47,45,50
"Buildings should be made out of hemp and wool to cut carbon emissions, National Farmers' Union says",Insulation,15,15,15
Saving energy - Effective roof insulation,Insulation,1,1,1
Insulation,Insulation,5,5,5
"#BuildingEfficiency: Solutions for efficient, high - performance, and productive buildings",Insulation,5,5,5
Increasing the energy efficiency of buildings by thermal insulation,Insulation,2,2,2
Sustainable Building with SIPs,Insulation,40,42,42
Thermal Insulation Materials for Building Applications,Insulation,16,16,16
Protecting the environment,Insulation,9,9,10
1# FUTURE LIVING: 5 Concepts Vol. 1,New living concepts,68,67,77
Is Co-Living 2.0 The Next Big Thing In Residential Real Estate?,New living concepts,34,38,38
shared living concepts,New living concepts,5,5,6
Co-living . . . new concept or simply a revival of an age-old way of life?,New living concepts,41,44,45
New living concepts in the city: the potential impact of urban planning on travel behaviour,New living concepts,12,12,12
"Co-Living, New Living Concept, Coming to Croatia",New living concepts,19,20,21
New Retirement Living Concept Coming to Tallahassee,New living concepts,29,36,36
What is Co-Living?,New living concepts,35,35,36
How co-living spaces are redefining the concept of a 'home',New living concepts,8,8,8
The Rising Trend of Co-Living Spaces,New living concepts,70,70,71
5 Ways on How Co-living Spaces Have Redefined the Concept of a Home Away from Home,New living concepts,36,36,36
'Co-living': the end of urban loneliness – or cynical corporate dormitories?,New living concepts,82,91,92
What Today's Residents Want From Coliving Spaces,New living concepts,19,19,20
5 co-living spaces that raise the game in the US,New living concepts,37,38,40
Coliving: communal living with young entrepreneurs,New living concepts,38,38,39
"See inside The Collective’s ‘short stay’ co-living concept, now open in Long Island City",New living concepts,16,19,19
Co-working and co-living lead a renaissance of the community,New living concepts,45,51,55
One Shared House 2030: Moving Into the Future of Co-living,New living concepts,25,29,31
Coliving’s Historic Rise to Modern Prominence,New living concepts,104,119,122
Co-living,New living concepts,18,18,20
,New living concepts,28,28,29
The Most Amazing Co-Living Spaces in the World,New living concepts,3,3,3
Co-living spaces: A new form of hotels?,New living concepts,56,56,59
Why Investors are Moving Into Co-Living,New living concepts,25,26,27
Why co-living might be the perfect situation for you,New living concepts,41,41,41
New coliving concept for families launches in NYC,New living concepts,14,15,16
5 Reasons to Consider Living in a Co-Living Community,New living concepts,28,28,30
The plus energy residential building - the standard of the future?,Plus Energy Buildings,46,46,46
(nearly) Zero/Plus-Energy Buildings,Plus Energy Buildings,3,3,3
Zero Emission & Plus Energy Buildings,Plus Energy Buildings,3,3,3
The Nordic Zero Emission and Plus Energy Buildings (ZEB) 2019 conference,Plus Energy Buildings,29,29,34
nzeb,Plus Energy Buildings,11,10,12
Energy plus standard in buildings constructed by housing associations?,Plus Energy Buildings,11,11,12
Passive design strategies and performance of Net Energy Plus Houses,Plus Energy Buildings,1,1,2
Ybbsstrasse,Plus Energy Buildings,6,6,7
Welcome to the first Nordic Conference on Zero Emission and Plus Energy Buildings,Plus Energy Buildings,17,17,16
Norway’s net-positive buildings show how Massachusetts could raise the bar,Plus Energy Buildings,64,72,73
IRIS Transition Track #1: Renewables and energy positive districts,Plus Energy Buildings,9,9,13
Householders at the centre of Plus Energy Buildings design,Plus Energy Buildings,19,20,21
Low Energy Buildings,Plus Energy Buildings,4,4,2
Buildings Guide,Plus Energy Buildings,26,26,26
Innovation in Solar Building Skins & Energy Efficiency Towards Sustainable Buildings – 19th & 20th March 2018,Plus Energy Buildings,23,24,25
World’s First Powerhouse Hotel in the Arctic Circle,Plus Energy Buildings,32,36,34
The impact of future scenarios on building refurbishment strategies towards plus energy buildings,Plus Energy Buildings,1,1,1
Center for Energy Efficient Design (CEED),Plus Energy Buildings,57,60,60
Making the sustainable more sustainable: public transport and the collaborative spaces of policy translation,Public transport,4,4,5
Public transportation and sustainability: A review,Public transport,110,109,101
Sustainability Issues in Public Transport,Public transport,45,45,45
Ensuring Sustainability of Public Transport System through Rational Management,Public transport,2,2,2
What Cities Are Getting Wrong About Public Transportation,Public transport,4,4,4
Sustainable public transport,Public transport,15,15,16
Sustainability and Public Transportation Theory and Analysis,Public transport,3,3,3
Public Transportation Organizations Recognized For Sustainability Accomplishments,Public transport,48,51,51
Climate Action – making travel sustainable,Public transport,50,50,55
Sustainability of Public Transport Systems in World Cities,Public transport,12,11,11
Integrating Urban Public Transport Systems and Cycling,Public transport,22,22,22
Gothenburg to have further 130 Volvo electric buses in operation,Public transport,6,6,6
Exploring the Sustainability of Public Transport in Australasia,Public transport,3,3,3
ABB powers future for sustainable public transport pilot in Hamburg,Public transport,21,23,25
Promoting Access to Sustainable Transport in Lima Through the Use of Bicycles as Means of Transport,Public transport,26,26,26
